43	19.87
91	36.67
67	28.27
63	26.87
12	9.02
87	35.27
57	24.77
53	23.37
74	30.72
47	21.27
43	19.87
80	32.82
19	11.47
8	7.62
42	19.52
63	26.87
47	21.27
47	21.27
1	5.17
67	28.27
90	36.32
91	36.67
95	38.07
81	33.17
16	10.42
83	33.87
86	34.92
33	16.37
98	39.12
34	16.72
64	27.22
94	37.72
77	31.77
31	15.67
57	24.77
42	19.52
71	29.67
66	27.92
95	38.07
97	38.77
66	27.92
90	36.32
77	31.77
37	17.77
98	39.12
71	29.67
52	23.02
46	20.92
18	11.12
53	23.37
65	27.57
61	26.17
44	20.22
12	9.02
94	37.72
60	25.82
95	38.07
80	32.82
45	20.57
46	20.92
66	27.92
61	26.17
40	18.82
44	20.22
93	37.37
49	21.97
38	18.12
16	10.42
68	28.62
85	34.57
13	9.37
34	16.72
75	31.07
42	19.52
23	12.87
73	30.37
66	27.92
75	31.07
71	29.67
36	17.42
80	32.82
36	17.42
49	21.97
25	13.57
48	21.62
44	20.22
37	17.77
96	38.42
24	13.22
35	17.07
42	19.52
91	36.67
96	38.42
34	16.72
87	35.27
41	19.17
83	33.87
77	31.77
9	7.97
51	22.67
62	26.52
74	30.72
37	17.77
37	17.77
17	10.77
60	25.82
62	26.52
35	17.07
87	35.27
34	16.72
71	29.67
68	28.62
70	29.32
21	12.17
45	20.57
71	29.67
65	27.57
82	33.52
67	28.27
41	19.17
69	28.97
9	7.97
84	34.22
18	11.12
95	38.07
71	29.67
59	25.47
78	32.12
48	21.62
69	28.97
82	33.52
62	26.52
43	19.87
71	29.67
99	39.47
12	9.02
32	16.02
62	26.52
99	39.47
71	29.67
96	38.42
71	29.67
39	18.47
18	11.12
44	20.22
84	34.22
89	35.97
9	7.97
19	11.47
56	24.42
2	5.52
40	18.82
17	10.77
87	35.27
58	25.12
12	9.02
10	8.32
18	11.12
43	19.87
11	8.67
39	18.47
77	31.77
73	30.37
34	16.72
48	21.62
25	13.57
47	21.27
32	16.02
87	35.27
98	39.12
4	6.22
35	17.07
69	28.97
43	19.87
5	6.57
13	9.37
80	32.82
95	38.07
74	30.72
51	22.67
3	5.87
77	31.77
91	36.67
21	12.17
16	10.42
50	22.32
85	34.57
26	13.92
68	28.62
80	32.82
89	35.97
59	25.47
57	24.77
63	26.87
93	37.37
6	6.92
88	35.62
92	37.02
38	18.12
27	14.27
91	36.67
94	37.72
14	9.72
60	25.82
38	18.12
19	11.47
26	13.92
70	29.32
14	9.72
0	4.82
21	12.17
70	29.32
29	14.97
12	9.02
91	36.67
97	38.77
62	26.52
28	14.62
24	13.22
82	33.52
9	7.97
13	9.37
41	19.17
18	11.12
28	14.62
35	17.07
76	31.42
68	28.62
27	14.27
67	28.27
47	21.27
18	11.12
61	26.17
61	26.17
31	15.67
51	22.67
81	33.17
57	24.77
21	12.17
47	21.27
9	7.97
94	37.72
17	10.77
91	36.67
7	7.27
60	25.82
88	35.62
21	12.17
41	19.17
64	27.22
4	6.22
2	5.52
78	32.12
97	38.77
20	11.82
58	25.12
32	16.02
97	38.77
79	32.47
12	9.02
16	10.42
26	13.92
30	15.32
77	31.77
88	35.62
61	26.17
81	33.17
21	12.17
70	29.32
54	23.72
20	11.82
80	32.82
49	21.97
38	18.12
23	12.87
56	24.42
50	22.32
11	8.67
29	14.97
91	36.67
76	31.42
85	34.57
93	37.37
6	6.92
83	33.87
66	27.92
16	10.42
15	10.07
15	10.07
95	38.07
27	14.27
31	15.67
22	12.52
10	8.32
60	25.82
10	8.32
23	12.87
41	19.17
83	33.87
94	37.72
96	38.42
3	5.87
26	13.92
97	38.77
93	37.37
1	5.17
5	6.57
44	20.22
12	9.02
34	16.72
87	35.27
40	18.82
20	11.82
33	16.37
98	39.12
3	5.87
99	39.47
15	10.07
70	29.32
66	27.92
10	8.32
50	22.32
49	21.97
32	16.02
60	25.82
9	7.97
94	37.72
35	17.07
3	5.87
29	14.97
29	14.97
51	22.67
33	16.37
7	7.27
48	21.62
26	13.92
8	7.62
53	23.37
22	12.52
73	30.37
39	18.47
10	8.32
13	9.37
59	25.47
95	38.07
12	9.02
14	9.72
46	20.92
79	32.47
85	34.57
12	9.02
89	35.97
35	17.07
61	26.17
74	30.72
47	21.27
22	12.52
